詞	詞頻	注音	分類
文化資本	12	ㄨㄣˊ ㄏㄨㄚˋ ㄗ ㄅㄣˇ	心理社會
框架效應	10	ㄎㄨㄤ ㄐㄧㄚˋ ㄒㄧㄠˋ ㄧㄥˋ	心理社會
標籤理論	10	ㄅㄧㄠ ㄑㄧㄢ ㄌㄧˇ ㄌㄨㄣˋ	心理社會
次級	11	ㄘˋ ㄐㄧˊ	心理社會
正向	11	ㄓㄥˋ ㄒㄧㄤˋ	心理社會
正增強	13	ㄓㄥˋ ㄗㄥ ㄑㄧㄤˊ	心理社會
正式控制	13	ㄓㄥˋ ㄕˋ ㄎㄨㄥˋ ㄓˋ	心理社會
正懲罰	13	ㄓㄥˋ ㄔㄥˊ ㄈㄚˊ	心理社會
歸因	11	ㄍㄨㄟ ㄧㄣ	心理社會
污名化	11	ㄨ ㄇㄧㄥˊ ㄏㄨㄚˋ	心理社會
沉沒成本	10	ㄔㄣˊ ㄇㄛˋ ㄔㄥˊ ㄅㄣˇ	心理社會
泛化	11	ㄈㄢˋ ㄏㄨㄚˋ	心理社會
注意	14	ㄓㄨˋ ㄧˋ	心理社會
消弱	12	ㄒㄧㄠ ㄖㄨㄛˋ	心理社會
焦慮依附	10	ㄐㄧㄠ ㄌㄩˋ ㄧ ㄈㄨˋ	心理社會
生理	13	ㄕㄥ ㄌㄧˇ	心理社會
確認偏誤	11	ㄑㄩㄝˋ ㄖㄣˋ ㄆㄧㄢ ㄨˋ	心理社會
社會	19	ㄕㄜˋ ㄏㄨㄟˋ	心理社會
社會分層	13	ㄕㄜˋ ㄏㄨㄟˋ ㄈㄣ ㄘㄥˊ	心理社會
社會助長	13	ㄕㄜˋ ㄏㄨㄟˋ ㄓㄨˋ ㄓㄤˇ	心理社會
社會化	12	ㄕㄜˋ ㄏㄨㄟˋ ㄏㄨㄚˋ	心理社會
社會學習	11	ㄕㄜˋ ㄏㄨㄟˋ ㄒㄩㄝˊ ㄒㄧˊ	心理社會
社會懈怠	13	ㄕㄜˋ ㄏㄨㄟˋ ㄒㄧㄝˋ ㄉㄞˋ	心理社會
社會控制	14	ㄕㄜˋ ㄏㄨㄟˋ ㄎㄨㄥˋ ㄓˋ	心理社會
社會政策	13	ㄕㄜˋ ㄏㄨㄟˋ ㄓㄥˋ ㄘㄜˋ	心理社會
社會救助	13	ㄕㄜˋ ㄏㄨㄟˋ ㄐㄧㄡˋ ㄓㄨˋ	心理社會
社會流動	13	ㄕㄜˋ ㄏㄨㄟˋ ㄌㄧㄡˊ ㄉㄨㄥˋ	心理社會
社會結構	13	ㄕㄜˋ ㄏㄨㄟˋ ㄐㄧㄝˊ ㄍㄡˋ	心理社會
社會運動	13	ㄕㄜˋ ㄏㄨㄟˋ ㄩㄣˋ ㄉㄨㄥˋ	心理社會
程序記憶	11	ㄔㄥˊ ㄒㄩˋ ㄐㄧˋ ㄧˋ	心理社會
符號	13	ㄈㄨˊ ㄏㄠˋ	心理社會
組織	15	ㄗㄨˇ ㄓ	心理社會
結構	15	ㄐㄧㄝˊ ㄍㄡˋ	心理社會
網絡分析	11	ㄨㄤˇ ㄌㄨㄛˋ ㄈㄣ ㄒㄧ	心理社會
總生育率	12	ㄗㄨㄥˇ ㄕㄥ ㄩˋ ㄌㄩˋ	心理社會
老化指數	10	ㄌㄠˇ ㄏㄨㄚˋ ㄓˇ ㄕㄨˋ	心理社會
臨床	12	ㄌㄧㄣˊ ㄔㄨㄤˊ	心理社會
自我實現	12	ㄗˋ ㄨㄛˇ ㄕˊ ㄒㄧㄢˋ	心理社會
自我效能	12	ㄗˋ ㄨㄛˇ ㄒㄧㄠˋ ㄋㄥˊ	心理社會
自我概念	12	ㄗˋ ㄨㄛˇ ㄍㄞˋ ㄋㄧㄢˋ	心理社會
衝突理論	11	ㄔㄨㄥ ㄊㄨˊ ㄌㄧˇ ㄌㄨㄣˋ	心理社會
觀察學習	12	ㄍㄨㄢ ㄔㄚˊ ㄒㄩㄝˊ ㄒㄧˊ	心理社會
角色緊張	12	ㄐㄩㄝˊ ㄙㄜˋ ㄐㄧㄣˇ ㄓㄤ	心理社會
角色衝突	12	ㄐㄩㄝˊ ㄙㄜˋ ㄔㄨㄥ ㄊㄨˊ	心理社會
認知	15	ㄖㄣˋ ㄓ	心理社會
認知偏誤	11	ㄖㄣˋ ㄓ ㄆㄧㄢ ㄨˋ	心理社會
認知失調	11	ㄖㄣˋ ㄓ ㄕ ㄊㄧㄠˊ	心理社會
語意記憶	10	ㄩˇ ㄧˋ ㄐㄧˋ ㄧˋ	心理社會
諮商	12	ㄗ ㄕㄤ	心理社會
負增強	12	ㄈㄨˋ ㄗㄥ ㄑㄧㄤˊ	心理社會
負懲罰	12	ㄈㄨˋ ㄔㄥˊ ㄈㄚˊ	心理社會
身分認同	11	ㄕㄣ ㄈㄣˋ ㄖㄣˋ ㄊㄨㄥˊ	心理社會
逃避依附	10	ㄊㄠˊ ㄅㄧˋ ㄧ ㄈㄨˋ	心理社會
選擇性	11	ㄒㄩㄢˇ ㄗㄜˊ ㄒㄧㄥˋ	心理社會
郊區化	11	ㄐㄧㄠ ㄑㄩ ㄏㄨㄚˋ	心理社會
長期記憶	12	ㄔㄤˊ ㄑㄧˊ ㄐㄧˋ ㄧˋ	心理社會
防衛機轉	11	ㄈㄤˊ ㄨㄟˋ ㄐㄧ ㄓㄨㄢˇ	心理社會
非正式	11	ㄈㄟ ㄓㄥˋ ㄕˋ	心理社會
